"var","Split","freq","opt_value","iter","forest"
10,-0.8235,0.0797,3.87651179206263e-30,6,"Forest_disc_NLD100"
10,-0.0557,0.1893,3.87651179206263e-30,6,"Forest_disc_NLD100"
10,0.0028,0.188,3.87651179206263e-30,6,"Forest_disc_NLD100"
10,0.5598,0.0737,3.87651179206263e-30,6,"Forest_disc_NLD100"
10,0.8401,0.4132,3.87651179206263e-30,6,"Forest_disc_NLD100"
10,0.9644,0.0561,3.87651179206263e-30,6,"Forest_disc_NLD100"
11,-0.62455,0.3092,1.55711436003708e-30,6,"Forest_disc_NLD100"
11,-0.62132,0.0369,1.55711436003708e-30,6,"Forest_disc_NLD100"
11,-0.56171,0.01,1.55711436003708e-30,6,"Forest_disc_NLD100"
11,-0.16456,0.0412,1.55711436003708e-30,6,"Forest_disc_NLD100"
11,0.12852,0.535,1.55711436003708e-30,6,"Forest_disc_NLD100"
11,0.89313,0.0139,1.55711436003708e-30,6,"Forest_disc_NLD100"
11,0.92787,0.0337,1.55711436003708e-30,6,"Forest_disc_NLD100"
11,0.93366,0.02,1.55711436003708e-30,6,"Forest_disc_NLD100"
12,-0.908,0.0251,9.03261143917614e-32,6,"Forest_disc_NLD100"
12,-0.4511,4e-04,9.03261143917614e-32,6,"Forest_disc_NLD100"
12,-0.1582,0.1006,9.03261143917614e-32,6,"Forest_disc_NLD100"
12,-0.1104,0.1024,9.03261143917614e-32,6,"Forest_disc_NLD100"
12,0.1511,0.1345,9.03261143917614e-32,6,"Forest_disc_NLD100"
12,0.2351,0.0684,9.03261143917614e-32,6,"Forest_disc_NLD100"
12,0.3096,0.1012,9.03261143917614e-32,6,"Forest_disc_NLD100"
12,0.3841,0.11,9.03261143917614e-32,6,"Forest_disc_NLD100"
12,0.5083,0.2162,9.03261143917614e-32,6,"Forest_disc_NLD100"
12,0.8565,0.1412,9.03261143917614e-32,6,"Forest_disc_NLD100"
13,-0.67652,0.4005,9.71752027564885e-32,6,"Forest_disc_NLD100"
13,-0.29715,0.0098,9.71752027564885e-32,6,"Forest_disc_NLD100"
13,0.07563,0.0429,9.71752027564885e-32,6,"Forest_disc_NLD100"
13,0.3353,0.4389,9.71752027564885e-32,6,"Forest_disc_NLD100"
13,0.53262,0.0135,9.71752027564885e-32,6,"Forest_disc_NLD100"
13,0.6651,0.0012,9.71752027564885e-32,6,"Forest_disc_NLD100"
13,0.97385,0.0012,9.71752027564885e-32,6,"Forest_disc_NLD100"
13,0.97435,1e-04,9.71752027564885e-32,6,"Forest_disc_NLD100"
13,0.97544,0.0919,9.71752027564885e-32,6,"Forest_disc_NLD100"
14,-0.96301,0.1786,1.88933727544388e-31,6,"Forest_disc_NLD100"
14,-0.59748,0.0027,1.88933727544388e-31,6,"Forest_disc_NLD100"
14,-0.17181,0.2362,1.88933727544388e-31,6,"Forest_disc_NLD100"
14,-0.00496,0.1629,1.88933727544388e-31,6,"Forest_disc_NLD100"
14,0.61416,0.4196,1.88933727544388e-31,6,"Forest_disc_NLD100"
15,-0.87143,0.0162,3.59355130583099e-30,6,"Forest_disc_NLD100"
15,-0.74826,0.3485,3.59355130583099e-30,6,"Forest_disc_NLD100"
15,-0.00074,3e-04,3.59355130583099e-30,6,"Forest_disc_NLD100"
15,0.17446,0.4491,3.59355130583099e-30,6,"Forest_disc_NLD100"
15,0.92898,0.0521,3.59355130583099e-30,6,"Forest_disc_NLD100"
15,0.94402,0.0159,3.59355130583099e-30,6,"Forest_disc_NLD100"
15,0.96062,0.0171,3.59355130583099e-30,6,"Forest_disc_NLD100"
15,0.9639,0.0987,3.59355130583099e-30,6,"Forest_disc_NLD100"
15,0.96406,9e-04,3.59355130583099e-30,6,"Forest_disc_NLD100"
15,0.9666,0.0012,3.59355130583099e-30,6,"Forest_disc_NLD100"
16,-0.8827,0.0834,3.87111918821834e-32,6,"Forest_disc_NLD100"
16,0.1068,0.6346,3.87111918821834e-32,6,"Forest_disc_NLD100"
16,0.3344,0.0065,3.87111918821834e-32,6,"Forest_disc_NLD100"
16,0.4524,6e-04,3.87111918821834e-32,6,"Forest_disc_NLD100"
16,0.5864,0.0068,3.87111918821834e-32,6,"Forest_disc_NLD100"
16,0.6497,0.0725,3.87111918821834e-32,6,"Forest_disc_NLD100"
16,0.854,0.0444,3.87111918821834e-32,6,"Forest_disc_NLD100"
16,0.8682,0.1209,3.87111918821834e-32,6,"Forest_disc_NLD100"
16,0.9418,0.0302,3.87111918821834e-32,6,"Forest_disc_NLD100"
16,0.982,1e-04,3.87111918821834e-32,6,"Forest_disc_NLD100"
17,-0.8535,0.3607,9.16742653528324e-31,6,"Forest_disc_NLD100"
17,-0.2399,0.3035,9.16742653528324e-31,6,"Forest_disc_NLD100"
17,-0.0402,0.001,9.16742653528324e-31,6,"Forest_disc_NLD100"
17,0.4274,0.3348,9.16742653528324e-31,6,"Forest_disc_NLD100"
18,-0.8597,0.0376,9.6173237702921e-30,6,"Forest_disc_NLD100"
18,-0.1857,0.0809,9.6173237702921e-30,6,"Forest_disc_NLD100"
18,-0.1634,0.074,9.6173237702921e-30,6,"Forest_disc_NLD100"
18,0.4212,0.4012,9.6173237702921e-30,6,"Forest_disc_NLD100"
18,0.7461,0.0493,9.6173237702921e-30,6,"Forest_disc_NLD100"
18,0.9762,0.3569,9.6173237702921e-30,6,"Forest_disc_NLD100"
19,-0.9447,0.1602,6.70223620646758e-32,6,"Forest_disc_NLD100"
19,-0.2978,0.008,6.70223620646758e-32,6,"Forest_disc_NLD100"
19,-0.2526,0.1617,6.70223620646758e-32,6,"Forest_disc_NLD100"
19,-0.1282,0.1579,6.70223620646758e-32,6,"Forest_disc_NLD100"
19,-0.0664,0.2714,6.70223620646758e-32,6,"Forest_disc_NLD100"
19,0.678,0.2407,6.70223620646758e-32,6,"Forest_disc_NLD100"
20,-0.81301,0.1072,7.39557098644699e-32,6,"Forest_disc_NLD100"
20,-0.57543,1e-04,7.39557098644699e-32,6,"Forest_disc_NLD100"
20,-0.20094,0.0288,7.39557098644699e-32,6,"Forest_disc_NLD100"
20,-0.09527,0.0031,7.39557098644699e-32,6,"Forest_disc_NLD100"
20,-0.07755,0.0182,7.39557098644699e-32,6,"Forest_disc_NLD100"
20,-0.03227,0.1768,7.39557098644699e-32,6,"Forest_disc_NLD100"
20,0.03708,0.1877,7.39557098644699e-32,6,"Forest_disc_NLD100"
20,0.28592,0.0198,7.39557098644699e-32,6,"Forest_disc_NLD100"
20,0.89549,0.4583,7.39557098644699e-32,6,"Forest_disc_NLD100"
21,-0.73556,0.1398,3.18163626812771e-31,6,"Forest_disc_NLD100"
21,-0.67334,4e-04,3.18163626812771e-31,6,"Forest_disc_NLD100"
21,-0.42246,0.0731,3.18163626812771e-31,6,"Forest_disc_NLD100"
21,-0.03578,0.0446,3.18163626812771e-31,6,"Forest_disc_NLD100"
21,-0.00286,0.3468,3.18163626812771e-31,6,"Forest_disc_NLD100"
21,0.70974,0.1832,3.18163626812771e-31,6,"Forest_disc_NLD100"
21,0.95829,0.0611,3.18163626812771e-31,6,"Forest_disc_NLD100"
21,0.9591,0.0066,3.18163626812771e-31,6,"Forest_disc_NLD100"
21,0.95948,0.091,3.18163626812771e-31,6,"Forest_disc_NLD100"
21,0.95962,0.0535,3.18163626812771e-31,6,"Forest_disc_NLD100"
22,-0.6669,0.1691,1.97215226305253e-31,6,"Forest_disc_NLD100"
22,-0.0056,0.1246,1.97215226305253e-31,6,"Forest_disc_NLD100"
22,0.1719,0.1162,1.97215226305253e-31,6,"Forest_disc_NLD100"
22,0.2835,0.2153,1.97215226305253e-31,6,"Forest_disc_NLD100"
22,0.9587,0.3747,1.97215226305253e-31,6,"Forest_disc_NLD100"
23,-0.9689,0.2229,1.20486177320865e-30,6,"Forest_disc_NLD100"
23,-0.9594,0.0014,1.20486177320865e-30,6,"Forest_disc_NLD100"
23,-0.9157,0.0037,1.20486177320865e-30,6,"Forest_disc_NLD100"
23,-0.7327,0.279,1.20486177320865e-30,6,"Forest_disc_NLD100"
23,0.1097,0.3933,1.20486177320865e-30,6,"Forest_disc_NLD100"
23,0.7681,0.0996,1.20486177320865e-30,6,"Forest_disc_NLD100"
24,-0.3978,0.1396,6.16297582203915e-33,6,"Forest_disc_NLD100"
24,-0.088,1e-04,6.16297582203915e-33,6,"Forest_disc_NLD100"
24,0.1848,0.161,6.16297582203915e-33,6,"Forest_disc_NLD100"
24,0.4728,0.4134,6.16297582203915e-33,6,"Forest_disc_NLD100"
24,0.9501,0.2858,6.16297582203915e-33,6,"Forest_disc_NLD100"
25,-0.8499,0.207,5.18383303831268e-30,6,"Forest_disc_NLD100"
25,-0.5551,0.0445,5.18383303831268e-30,6,"Forest_disc_NLD100"
25,-0.4795,0.0234,5.18383303831268e-30,6,"Forest_disc_NLD100"
25,-0.0553,0.0049,5.18383303831268e-30,6,"Forest_disc_NLD100"
25,-0.0372,0.5624,5.18383303831268e-30,6,"Forest_disc_NLD100"
25,0.6539,0.0802,5.18383303831268e-30,6,"Forest_disc_NLD100"
25,0.832,0.0027,5.18383303831268e-30,6,"Forest_disc_NLD100"
25,0.8582,0.0634,5.18383303831268e-30,6,"Forest_disc_NLD100"
25,0.8687,0.0116,5.18383303831268e-30,6,"Forest_disc_NLD100"
26,-0.859403,0.0353,9.24446373305873e-31,6,"Forest_disc_NLD100"
26,0.011562,0.1986,9.24446373305873e-31,6,"Forest_disc_NLD100"
26,0.696854,0.004,9.24446373305873e-31,6,"Forest_disc_NLD100"
26,0.904155,0.0062,9.24446373305873e-31,6,"Forest_disc_NLD100"
26,0.96285,0.7559,9.24446373305873e-31,6,"Forest_disc_NLD100"
27,-0.8887,0.3137,2.25718989482184e-31,6,"Forest_disc_NLD100"
27,0.0064,0.52,2.25718989482184e-31,6,"Forest_disc_NLD100"
27,0.6955,0.1663,2.25718989482184e-31,6,"Forest_disc_NLD100"
28,-0.89068,0.015,3.52449994647725e-30,6,"Forest_disc_NLD100"
28,-0.81634,0.1069,3.52449994647725e-30,6,"Forest_disc_NLD100"
28,-0.600794,0.048,3.52449994647725e-30,6,"Forest_disc_NLD100"
28,-0.270892,0.0328,3.52449994647725e-30,6,"Forest_disc_NLD100"
28,-0.064277,0.0347,3.52449994647725e-30,6,"Forest_disc_NLD100"
28,0.241166,0.609,3.52449994647725e-30,6,"Forest_disc_NLD100"
28,0.869751,0.0755,3.52449994647725e-30,6,"Forest_disc_NLD100"
28,0.889575,0.0372,3.52449994647725e-30,6,"Forest_disc_NLD100"
28,0.96281,0.0116,3.52449994647725e-30,6,"Forest_disc_NLD100"
28,0.974714,0.0293,3.52449994647725e-30,6,"Forest_disc_NLD100"
29,-0.8648,0.2085,2.40067167567869e-30,6,"Forest_disc_NLD100"
29,-0.5944,0.0527,2.40067167567869e-30,6,"Forest_disc_NLD100"
29,-0.491,0.0622,2.40067167567869e-30,6,"Forest_disc_NLD100"
29,-0.0029,0.0595,2.40067167567869e-30,6,"Forest_disc_NLD100"
29,0.0915,0.499,2.40067167567869e-30,6,"Forest_disc_NLD100"
29,0.6953,0.0336,2.40067167567869e-30,6,"Forest_disc_NLD100"
29,0.7816,0.0267,2.40067167567869e-30,6,"Forest_disc_NLD100"
29,0.7871,0.0545,2.40067167567869e-30,6,"Forest_disc_NLD100"
29,0.7876,0.0032,2.40067167567869e-30,6,"Forest_disc_NLD100"
30,-0.5287,0.1277,3.89037848766222e-32,6,"Forest_disc_NLD100"
30,-0.0062,0.1094,3.89037848766222e-32,6,"Forest_disc_NLD100"
30,0.054,0.0361,3.89037848766222e-32,6,"Forest_disc_NLD100"
30,0.0614,0.153,3.89037848766222e-32,6,"Forest_disc_NLD100"
30,0.0672,0.1357,3.89037848766222e-32,6,"Forest_disc_NLD100"
30,0.2499,0.1318,3.89037848766222e-32,6,"Forest_disc_NLD100"
30,0.3424,0.0151,3.89037848766222e-32,6,"Forest_disc_NLD100"
30,0.343,0.1846,3.89037848766222e-32,6,"Forest_disc_NLD100"
30,0.4569,0.0258,3.89037848766222e-32,6,"Forest_disc_NLD100"
30,0.9339,0.0809,3.89037848766222e-32,6,"Forest_disc_NLD100"
31,-0.8674,0.3244,1.01735323382311e-29,6,"Forest_disc_NLD100"
31,-0.1547,0.3146,1.01735323382311e-29,6,"Forest_disc_NLD100"
31,0.1433,0.1233,1.01735323382311e-29,6,"Forest_disc_NLD100"
31,0.8171,0.2377,1.01735323382311e-29,6,"Forest_disc_NLD100"
32,-0.47379,0.1664,1.14015052707724e-31,6,"Forest_disc_NLD100"
32,0.0914,0.0052,1.14015052707724e-31,6,"Forest_disc_NLD100"
32,0.19752,0.2112,1.14015052707724e-31,6,"Forest_disc_NLD100"
32,0.19868,0.1595,1.14015052707724e-31,6,"Forest_disc_NLD100"
32,0.30686,0.1814,1.14015052707724e-31,6,"Forest_disc_NLD100"
32,0.9938,0.2762,1.14015052707724e-31,6,"Forest_disc_NLD100"
33,-0.80384,0.1959,1.82674455225129e-30,6,"Forest_disc_NLD100"
33,-0.0568,0.3926,1.82674455225129e-30,6,"Forest_disc_NLD100"
33,0.3719,0.0065,1.82674455225129e-30,6,"Forest_disc_NLD100"
33,0.56369,0.2071,1.82674455225129e-30,6,"Forest_disc_NLD100"
33,0.92432,0.0572,1.82674455225129e-30,6,"Forest_disc_NLD100"
33,0.92575,0.1174,1.82674455225129e-30,6,"Forest_disc_NLD100"
33,0.95083,0.0233,1.82674455225129e-30,6,"Forest_disc_NLD100"
2,0.04623,0.2538,3.05067303190938e-31,6,"Forest_disc_NLD200"
2,0.39846,0.5469,3.05067303190938e-31,6,"Forest_disc_NLD200"
2,0.87755,0.1993,3.05067303190938e-31,6,"Forest_disc_NLD200"
3,-0.73864,0.2324,4.81482486096809e-35,6,"Forest_disc_NLD200"
3,-0.66704,0.0422,4.81482486096809e-35,6,"Forest_disc_NLD200"
3,-0.32764,0.0664,4.81482486096809e-35,6,"Forest_disc_NLD200"
3,-8e-05,0.046,4.81482486096809e-35,6,"Forest_disc_NLD200"
3,0.12522,0.4149,4.81482486096809e-35,6,"Forest_disc_NLD200"
3,0.16463,0.0517,4.81482486096809e-35,6,"Forest_disc_NLD200"
3,0.80583,0.0219,4.81482486096809e-35,6,"Forest_disc_NLD200"
3,0.80678,0.023,4.81482486096809e-35,6,"Forest_disc_NLD200"
3,0.81495,0.0463,4.81482486096809e-35,6,"Forest_disc_NLD200"
3,0.81708,0.0553,4.81482486096809e-35,6,"Forest_disc_NLD200"
4,-0.4563,0.0219,3.54371109767251e-32,6,"Forest_disc_NLD200"
4,-0.0248,0.0019,3.54371109767251e-32,6,"Forest_disc_NLD200"
4,-0.0181,0.1479,3.54371109767251e-32,6,"Forest_disc_NLD200"
4,0.2015,0.5107,3.54371109767251e-32,6,"Forest_disc_NLD200"
4,0.5849,0.1583,3.54371109767251e-32,6,"Forest_disc_NLD200"
4,0.9318,0.159,3.54371109767251e-32,6,"Forest_disc_NLD200"
4,0.9877,4e-04,3.54371109767251e-32,6,"Forest_disc_NLD200"
5,-0.8436,0.1251,4.00015649449229e-31,6,"Forest_disc_NLD200"
5,-0.248,0.07,4.00015649449229e-31,6,"Forest_disc_NLD200"
5,-0.1005,0.225,4.00015649449229e-31,6,"Forest_disc_NLD200"
5,-0.0115,0.1396,4.00015649449229e-31,6,"Forest_disc_NLD200"
5,0.0865,0.0718,4.00015649449229e-31,6,"Forest_disc_NLD200"
5,0.4091,0.0828,4.00015649449229e-31,6,"Forest_disc_NLD200"
5,0.7602,0.2546,4.00015649449229e-31,6,"Forest_disc_NLD200"
5,0.9432,0.0304,4.00015649449229e-31,6,"Forest_disc_NLD200"
5,0.9523,6e-04,4.00015649449229e-31,6,"Forest_disc_NLD200"
6,-0.1987,0.1402,6.24001301981464e-32,6,"Forest_disc_NLD200"
6,0.1831,0.466,6.24001301981464e-32,6,"Forest_disc_NLD200"
6,0.2598,0.0025,6.24001301981464e-32,6,"Forest_disc_NLD200"
6,0.2758,0.0447,6.24001301981464e-32,6,"Forest_disc_NLD200"
6,0.4832,8e-04,6.24001301981464e-32,6,"Forest_disc_NLD200"
6,0.5192,0.0959,6.24001301981464e-32,6,"Forest_disc_NLD200"
6,0.5929,0.0584,6.24001301981464e-32,6,"Forest_disc_NLD200"
6,0.7955,3e-04,6.24001301981464e-32,6,"Forest_disc_NLD200"
6,0.8845,0.1898,6.24001301981464e-32,6,"Forest_disc_NLD200"
6,0.9727,0.0013,6.24001301981464e-32,6,"Forest_disc_NLD200"
7,-0.974098,0.1621,2.18978234676829e-31,6,"Forest_disc_NLD200"
7,-0.641337,0.0518,2.18978234676829e-31,6,"Forest_disc_NLD200"
7,-0.422657,0.0689,2.18978234676829e-31,6,"Forest_disc_NLD200"
7,-0.387421,0.0951,2.18978234676829e-31,6,"Forest_disc_NLD200"
7,-0.23388,0.0523,2.18978234676829e-31,6,"Forest_disc_NLD200"
7,-0.115537,0.1092,2.18978234676829e-31,6,"Forest_disc_NLD200"
7,-0.093367,0.0749,2.18978234676829e-31,6,"Forest_disc_NLD200"
7,0.005045,0.0991,2.18978234676829e-31,6,"Forest_disc_NLD200"
7,0.005436,0.0935,2.18978234676829e-31,6,"Forest_disc_NLD200"
7,0.704239,0.193,2.18978234676829e-31,6,"Forest_disc_NLD200"
8,-0.6066,0.006,1.04770588974666e-31,6,"Forest_disc_NLD200"
8,-0.4053,0.1504,1.04770588974666e-31,6,"Forest_disc_NLD200"
8,0.3983,0.4008,1.04770588974666e-31,6,"Forest_disc_NLD200"
8,0.5577,0.257,1.04770588974666e-31,6,"Forest_disc_NLD200"
8,0.7324,4e-04,1.04770588974666e-31,6,"Forest_disc_NLD200"
8,0.9435,0.1486,1.04770588974666e-31,6,"Forest_disc_NLD200"
8,0.9706,0.0368,1.04770588974666e-31,6,"Forest_disc_NLD200"
9,-0.71477,0.1078,4.45323151390939e-31,6,"Forest_disc_NLD200"
9,-0.62552,0.2901,4.45323151390939e-31,6,"Forest_disc_NLD200"
9,-0.01358,0.0053,4.45323151390939e-31,6,"Forest_disc_NLD200"
9,0.02028,0.1746,4.45323151390939e-31,6,"Forest_disc_NLD200"
9,0.14563,0.2614,4.45323151390939e-31,6,"Forest_disc_NLD200"
9,0.77493,0.1607,4.45323151390939e-31,6,"Forest_disc_NLD200"
10,-0.8336,0.0531,3.69778549322349e-32,6,"Forest_disc_NLD200"
10,-0.833,1e-04,3.69778549322349e-32,6,"Forest_disc_NLD200"
10,-0.3912,0.002,3.69778549322349e-32,6,"Forest_disc_NLD200"
10,-0.2157,0.0911,3.69778549322349e-32,6,"Forest_disc_NLD200"
10,0.0049,0.1724,3.69778549322349e-32,6,"Forest_disc_NLD200"
10,0.3658,0.1075,3.69778549322349e-32,6,"Forest_disc_NLD200"
10,0.4436,0.151,3.69778549322349e-32,6,"Forest_disc_NLD200"
10,0.8909,0.4227,3.69778549322349e-32,6,"Forest_disc_NLD200"
11,-0.54331,0.1877,1.49856608972771e-30,6,"Forest_disc_NLD200"
11,0.00288,0.0931,1.49856608972771e-30,6,"Forest_disc_NLD200"
11,0.1373,0.5117,1.49856608972771e-30,6,"Forest_disc_NLD200"
11,0.28899,0.06,1.49856608972771e-30,6,"Forest_disc_NLD200"
11,0.91409,0.1475,1.49856608972771e-30,6,"Forest_disc_NLD200"
12,-0.6365,0.0597,2.12391554267024e-30,6,"Forest_disc_NLD200"
12,0.0752,0.0796,2.12391554267024e-30,6,"Forest_disc_NLD200"
12,0.1324,0.1447,2.12391554267024e-30,6,"Forest_disc_NLD200"
12,0.1449,0.0647,2.12391554267024e-30,6,"Forest_disc_NLD200"
12,0.1932,0.0076,2.12391554267024e-30,6,"Forest_disc_NLD200"
12,0.2237,0.092,2.12391554267024e-30,6,"Forest_disc_NLD200"
12,0.343,0.0595,2.12391554267024e-30,6,"Forest_disc_NLD200"
12,0.3521,0.016,2.12391554267024e-30,6,"Forest_disc_NLD200"
12,0.368,0.0776,2.12391554267024e-30,6,"Forest_disc_NLD200"
12,0.8598,0.3986,2.12391554267024e-30,6,"Forest_disc_NLD200"
13,-0.68185,0.3644,5.53571247621438e-30,6,"Forest_disc_NLD200"
13,-0.32069,0.0346,5.53571247621438e-30,6,"Forest_disc_NLD200"
13,-0.11188,0.0148,5.53571247621438e-30,6,"Forest_disc_NLD200"
13,-0.10887,0.036,5.53571247621438e-30,6,"Forest_disc_NLD200"
13,0.01048,0.0204,5.53571247621438e-30,6,"Forest_disc_NLD200"
13,0.04853,0.0268,5.53571247621438e-30,6,"Forest_disc_NLD200"
13,0.31917,0.399,5.53571247621438e-30,6,"Forest_disc_NLD200"
13,0.95698,0.0146,5.53571247621438e-30,6,"Forest_disc_NLD200"
13,0.9579,0.0356,5.53571247621438e-30,6,"Forest_disc_NLD200"
13,0.96163,0.0537,5.53571247621438e-30,6,"Forest_disc_NLD200"
14,-0.9159,0.152,8.62636059153195e-31,6,"Forest_disc_NLD200"
14,-0.0281,0.489,8.62636059153195e-31,6,"Forest_disc_NLD200"
14,0.7004,0.359,8.62636059153195e-31,6,"Forest_disc_NLD200"
15,-0.7678,0.2995,8.12381324666841e-30,6,"Forest_disc_NLD200"
15,-0.3684,0.0363,8.12381324666841e-30,6,"Forest_disc_NLD200"
15,-0.2974,0.0157,8.12381324666841e-30,6,"Forest_disc_NLD200"
15,-0.1384,0.0601,8.12381324666841e-30,6,"Forest_disc_NLD200"
15,0.042,0.0073,8.12381324666841e-30,6,"Forest_disc_NLD200"
15,0.3184,0.3977,8.12381324666841e-30,6,"Forest_disc_NLD200"
15,0.7362,0.0017,8.12381324666841e-30,6,"Forest_disc_NLD200"
15,0.8959,0.0069,8.12381324666841e-30,6,"Forest_disc_NLD200"
15,0.9528,0.0579,8.12381324666841e-30,6,"Forest_disc_NLD200"
15,0.9664,0.1169,8.12381324666841e-30,6,"Forest_disc_NLD200"
16,-0.9712,0.0066,2.96593211435634e-32,6,"Forest_disc_NLD200"
16,-0.9678,0.0318,2.96593211435634e-32,6,"Forest_disc_NLD200"
16,-0.33503,5e-04,2.96593211435634e-32,6,"Forest_disc_NLD200"
16,-0.28706,0.1065,2.96593211435634e-32,6,"Forest_disc_NLD200"
16,-0.00302,0.3648,2.96593211435634e-32,6,"Forest_disc_NLD200"
16,0.54939,0.4898,2.96593211435634e-32,6,"Forest_disc_NLD200"
16,0.5565,1e-04,2.96593211435634e-32,6,"Forest_disc_NLD200"
17,-0.8265,0.4286,9.24446373305873e-32,6,"Forest_disc_NLD200"
17,-0.0024,0.3653,9.24446373305873e-32,6,"Forest_disc_NLD200"
17,0.6228,0.206,9.24446373305873e-32,6,"Forest_disc_NLD200"
18,-0.44554,0.1369,1.0538688655687e-30,6,"Forest_disc_NLD200"
18,-0.34116,7e-04,1.0538688655687e-30,6,"Forest_disc_NLD200"
18,-0.01173,0.0434,1.0538688655687e-30,6,"Forest_disc_NLD200"
18,0.05184,0.0385,1.0538688655687e-30,6,"Forest_disc_NLD200"
18,0.2395,0.0491,1.0538688655687e-30,6,"Forest_disc_NLD200"
18,0.37877,0.1008,1.0538688655687e-30,6,"Forest_disc_NLD200"
18,0.41752,0.1035,1.0538688655687e-30,6,"Forest_disc_NLD200"
18,0.76537,0.0612,1.0538688655687e-30,6,"Forest_disc_NLD200"
18,0.9383,0.426,1.0538688655687e-30,6,"Forest_disc_NLD200"
18,0.9786,0.0398,1.0538688655687e-30,6,"Forest_disc_NLD200"
19,-0.72035,0.3321,2.0222264416066e-32,6,"Forest_disc_NLD200"
19,0.10676,0.6043,2.0222264416066e-32,6,"Forest_disc_NLD200"
19,0.41087,0.0026,2.0222264416066e-32,6,"Forest_disc_NLD200"
19,0.77217,0.0017,2.0222264416066e-32,6,"Forest_disc_NLD200"
19,0.96417,9e-04,2.0222264416066e-32,6,"Forest_disc_NLD200"
19,0.97503,0.0583,2.0222264416066e-32,6,"Forest_disc_NLD200"
20,-0.81412,0.0102,5.72078230680785e-30,6,"Forest_disc_NLD200"
20,-0.74195,0.0908,5.72078230680785e-30,6,"Forest_disc_NLD200"
20,0.08782,0.1764,5.72078230680785e-30,6,"Forest_disc_NLD200"
20,0.1348,0.0047,5.72078230680785e-30,6,"Forest_disc_NLD200"
20,0.21928,0.1995,5.72078230680785e-30,6,"Forest_disc_NLD200"
20,0.28208,0.2147,5.72078230680785e-30,6,"Forest_disc_NLD200"
20,0.88087,0.3037,5.72078230680785e-30,6,"Forest_disc_NLD200"
21,-0.8312,0.135,1.48296605717817e-32,6,"Forest_disc_NLD200"
21,-0.4336,0.0661,1.48296605717817e-32,6,"Forest_disc_NLD200"
21,-0.3179,0.0452,1.48296605717817e-32,6,"Forest_disc_NLD200"
21,-0.025,0.2712,1.48296605717817e-32,6,"Forest_disc_NLD200"
21,-5e-04,0.1001,1.48296605717817e-32,6,"Forest_disc_NLD200"
21,0.5536,0.1363,1.48296605717817e-32,6,"Forest_disc_NLD200"
21,0.8969,0.246,1.48296605717817e-32,6,"Forest_disc_NLD200"
22,-0.77945,0.0601,5.73156751449641e-31,6,"Forest_disc_NLD200"
22,0.01689,0.2434,5.73156751449641e-31,6,"Forest_disc_NLD200"
22,0.41729,0.113,5.73156751449641e-31,6,"Forest_disc_NLD200"
22,0.60129,0.2046,5.73156751449641e-31,6,"Forest_disc_NLD200"
22,0.98369,0.0139,5.73156751449641e-31,6,"Forest_disc_NLD200"
22,0.99778,0.0048,5.73156751449641e-31,6,"Forest_disc_NLD200"
22,0.99793,0.1898,5.73156751449641e-31,6,"Forest_disc_NLD200"
22,0.99808,0.1705,5.73156751449641e-31,6,"Forest_disc_NLD200"
23,-0.9672,0.1564,7.55734910177551e-31,6,"Forest_disc_NLD200"
23,-0.967,0.1709,7.55734910177551e-31,6,"Forest_disc_NLD200"
23,-0.9318,8e-04,7.55734910177551e-31,6,"Forest_disc_NLD200"
23,-0.5405,0.0096,7.55734910177551e-31,6,"Forest_disc_NLD200"
23,-0.2295,0.3651,7.55734910177551e-31,6,"Forest_disc_NLD200"
23,0.0673,0.0479,7.55734910177551e-31,6,"Forest_disc_NLD200"
23,0.7012,0.2493,7.55734910177551e-31,6,"Forest_disc_NLD200"
24,-0.86859,0.1084,1.74816661052029e-30,6,"Forest_disc_NLD200"
24,-0.0762,0.0894,1.74816661052029e-30,6,"Forest_disc_NLD200"
24,0.02099,0.0698,1.74816661052029e-30,6,"Forest_disc_NLD200"
24,0.18223,0.2855,1.74816661052029e-30,6,"Forest_disc_NLD200"
24,0.28785,0.1665,1.74816661052029e-30,6,"Forest_disc_NLD200"
24,0.81941,0.2805,1.74816661052029e-30,6,"Forest_disc_NLD200"
25,-0.9524,0.1101,2.94498762621113e-30,6,"Forest_disc_NLD200"
25,-0.6919,0.0952,2.94498762621113e-30,6,"Forest_disc_NLD200"
25,-0.6903,0.0102,2.94498762621113e-30,6,"Forest_disc_NLD200"
25,-0.4162,0.0376,2.94498762621113e-30,6,"Forest_disc_NLD200"
25,-0.1241,0.1407,2.94498762621113e-30,6,"Forest_disc_NLD200"
25,0.0084,0.3903,2.94498762621113e-30,6,"Forest_disc_NLD200"
25,0.7064,0.1856,2.94498762621113e-30,6,"Forest_disc_NLD200"
25,0.9251,0.006,2.94498762621113e-30,6,"Forest_disc_NLD200"
25,0.9313,0.0127,2.94498762621113e-30,6,"Forest_disc_NLD200"
25,0.9513,0.0115,2.94498762621113e-30,6,"Forest_disc_NLD200"
26,-0.70743,0.0371,9.93471702512712e-30,6,"Forest_disc_NLD200"
26,0.060579,0.0697,9.93471702512712e-30,6,"Forest_disc_NLD200"
26,0.174366,0.0109,9.93471702512712e-30,6,"Forest_disc_NLD200"
26,0.178837,0.0538,9.93471702512712e-30,6,"Forest_disc_NLD200"
26,0.249048,0.0315,9.93471702512712e-30,6,"Forest_disc_NLD200"
