"var","nsplits","optim_value","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","score","uniq_split","iter","forest"
1,7,1.96750797796125e-05,2.6,6.1,2.7,2.5,7.2,6.5,3.6,NA,NA,NA,0.2657,0.1683,0.1666,0.1626,0.1299,0.0556,0.0514,NA,NA,NA,1.96750797796125,7,6,"Forest_disc_DIR50"
1,8,1.33348860427782e-05,2.6,2.7,3.7,9.2,2.6,2.8,2.7,4.5,NA,NA,0.2778,0.1667,0.1667,0.1666,0.0556,0.0556,0.0556,0.0555,NA,NA,0.133348860427782,6,6,"Forest_disc_DIR50"
1,9,1.44674317182846e-05,2.6,6,2.7,5.9,1.6,2.3,1.7,3.3,10.5,NA,0.1667,0.1667,0.1651,0.1625,0.0921,0.0679,0.0679,0.0556,0.0555,NA,144.674317182846,9,6,"Forest_disc_DIR50"
1,10,1.38572036286806e-05,2.6,2.7,5.9,5.8,2.3,2.7,2.3,1.6,10.8,1.6,0.1667,0.1667,0.1667,0.1666,0.0556,0.0556,0.0556,0.0556,0.0555,0.0555,1.38572036286806,7,6,"Forest_disc_DIR50"
2,2,2.60856154493469e-06,51.2,74.7,NA,NA,NA,NA,NA,NA,NA,NA,0.7175,0.2821,NA,NA,NA,NA,NA,NA,NA,NA,2.60856154493469e-06,2,6,"Forest_disc_DIR50"
2,3,2.65149179294807e-05,49.2,72.3,75.5,NA,NA,NA,NA,NA,NA,NA,0.6668,0.1686,0.1663,NA,NA,NA,NA,NA,NA,NA,0.000265149179294807,3,6,"Forest_disc_DIR50"
2,4,2.39429857738785e-07,58.2,58,76.6,36.6,NA,NA,NA,NA,NA,NA,0.5002,0.1667,0.1667,0.1666,NA,NA,NA,NA,NA,NA,2.39429857738785e-05,4,6,"Forest_disc_DIR50"
2,5,0.000102764099456971,42.4,74.1,67.1,64.9,66.4,NA,NA,NA,NA,NA,0.4486,0.1669,0.1654,0.131,0.0926,NA,NA,NA,NA,NA,0.102764099456971,5,6,"Forest_disc_DIR50"
2,6,1.31834572160183e-07,56.9,69.7,74.4,48.8,42.3,54.2,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,NA,NA,NA,NA,0.00131834572160183,6,6,"Forest_disc_DIR50"
2,7,0.00107245922951573,73.8,80.1,43.1,49.2,43.1,43.1,43.1,NA,NA,NA,0.1724,0.1664,0.1661,0.1632,0.1619,0.1289,0.0535,NA,NA,NA,0.107245922951573,4,6,"Forest_disc_DIR50"
2,8,0.0106463649459582,67.3,49.2,49.2,49.2,49.2,49.2,49.2,49.2,NA,NA,0.2963,0.1655,0.1653,0.1623,0.1251,0.0556,0.0555,0.0142,NA,NA,0.0106463649459582,2,6,"Forest_disc_DIR50"
2,9,0.000686911613008498,83.5,49.2,49.2,49.2,49.2,49.2,49.2,49.2,49.2,NA,0.2033,0.1667,0.1667,0.1543,0.1296,0.0596,0.0556,0.0555,0.0185,NA,0.000686911613008498,2,6,"Forest_disc_DIR50"
2,10,0.000747780933914394,49.2,83.5,49.2,49.2,49.2,49.2,49.2,49.2,49.2,37.1,0.2144,0.2052,0.1707,0.1653,0.0569,0.0557,0.0556,0.0555,0.0185,0.0123,0.00747780933914394,3,6,"Forest_disc_DIR50"
3,2,4.11154463262704e-07,1.7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.5027,0.4974,NA,NA,NA,NA,NA,NA,NA,NA,4.11154463262704e-07,2,6,"Forest_disc_DIR50"
3,3,6.23308251731119e-06,2,3.5,1.5,NA,NA,NA,NA,NA,NA,NA,0.4687,0.389,0.142,NA,NA,NA,NA,NA,NA,NA,6.23308251731119e-05,3,6,"Forest_disc_DIR50"
3,4,0.000300755693205624,3.2,1.5,2.7,1.5,NA,NA,NA,NA,NA,NA,0.4979,0.1847,0.1605,0.1521,NA,NA,NA,NA,NA,NA,0.00300755693205624,3,6,"Forest_disc_DIR50"
3,5,0.000185227102508822,3.3,1.7,1.7,2.1,1.6,NA,NA,NA,NA,NA,0.4998,0.1668,0.1297,0.1244,0.074,NA,NA,NA,NA,NA,0.0185227102508822,4,6,"Forest_disc_DIR50"
3,6,3.84895202698654e-06,1.5,1.5,3.2,3.5,3.2,2.2,NA,NA,NA,NA,0.1674,0.1667,0.1666,0.1666,0.1666,0.166,NA,NA,NA,NA,0.000384895202698654,4,6,"Forest_disc_DIR50"
3,7,0.000213281878912656,3.5,1.9,2.1,3.5,2.1,2.1,2.1,NA,NA,NA,0.1774,0.1687,0.1669,0.1664,0.1299,0.1289,0.0551,NA,NA,NA,0.00213281878912656,3,6,"Forest_disc_DIR50"
3,8,0.000468277265968231,3.5,2.1,2.1,2.1,2.1,2.1,2.1,2.1,NA,NA,0.3274,0.2041,0.1665,0.1282,0.0556,0.0554,0.0418,0.0117,NA,NA,0.000468277265968231,2,6,"Forest_disc_DIR50"
3,9,0.0136064222436965,3.5,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,NA,0.2222,0.1624,0.1523,0.15,0.1295,0.0883,0.0554,0.0549,0.0185,NA,0.0136064222436965,2,6,"Forest_disc_DIR50"
3,10,0.0620988499902123,2.2,2.2,2.2,3.5,2.2,2.2,2.2,2.2,2.2,1.7,0.3148,0.2602,0.1634,0.1111,0.0679,0.0558,0.0516,0.0428,0.0199,0,0.0620988499902123,2,6,"Forest_disc_DIR50"
4,2,9.60041621522056e-06,4.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,0.5123,0.487,NA,NA,NA,NA,NA,NA,NA,NA,9.60041621522056e-06,2,6,"Forest_disc_DIR50"
4,3,7.92354919297816e-05,4.3,2.1,3.9,NA,NA,NA,NA,NA,NA,NA,0.4982,0.4444,0.0617,NA,NA,NA,NA,NA,NA,NA,0.000792354919297816,3,6,"Forest_disc_DIR50"
4,4,1.82569305168229e-05,4,1.6,1.9,4.4,NA,NA,NA,NA,NA,NA,0.4998,0.167,0.1669,0.1666,NA,NA,NA,NA,NA,NA,0.00182569305168229,4,6,"Forest_disc_DIR50"
4,5,3.08766164318263e-05,4.2,2.3,4,1.5,1.5,NA,NA,NA,NA,NA,0.4939,0.1719,0.1541,0.1468,0.0328,NA,NA,NA,NA,NA,0.00308766164318263,4,6,"Forest_disc_DIR50"
4,6,5.33077580206321e-06,4.3,1.6,2.3,4,4,2.3,NA,NA,NA,NA,0.2777,0.1681,0.1668,0.1665,0.1661,0.0545,NA,NA,NA,NA,0.000533077580206322,4,6,"Forest_disc_DIR50"
4,7,6.80723161971877e-05,4.5,2.5,2.4,2.4,2.3,2.5,1.8,NA,NA,NA,0.439,0.2044,0.1548,0.1292,0.0549,0.0149,0.0041,NA,NA,NA,0.0680723161971877,5,6,"Forest_disc_DIR50"
4,8,0.00108152894941659,4.5,3.5,3.5,2.5,2.5,2.5,4.5,2.5,NA,NA,0.2099,0.1881,0.184,0.1152,0.1111,0.1111,0.07,0.0041,NA,NA,0.0108152894941659,3,6,"Forest_disc_DIR50"
4,9,0.000102753375172029,4.4,4.3,2.3,2.2,2.5,4.2,2.3,1.8,2.5,NA,0.2784,0.1674,0.166,0.1608,0.0579,0.0562,0.0552,0.0549,0.0064,NA,10.2753375172029,7,6,"Forest_disc_DIR50"
4,10,0.0136958198878724,4.5,2.5,2.5,2.5,2.5,4.5,2.5,2.5,2.5,2.5,0.2222,0.1648,0.1607,0.1537,0.1255,0.1111,0.054,0.0375,0.0055,0.0055,0.0136958198878724,2,6,"Forest_disc_DIR50"
5,2,5.92124136577e-08,2.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.607,0.393,NA,NA,NA,NA,NA,NA,NA,NA,5.92124136577e-08,2,6,"Forest_disc_DIR50"
5,3,2.38045010567433e-06,2.2,3.2,3.1,NA,NA,NA,NA,NA,NA,NA,0.6619,0.179,0.1584,NA,NA,NA,NA,NA,NA,NA,2.38045010567433e-05,3,6,"Forest_disc_DIR50"
5,4,1.65408159240468e-07,2.5,1.6,3.4,2.5,NA,NA,NA,NA,NA,NA,0.5,0.1667,0.1667,0.1667,NA,NA,NA,NA,NA,NA,1.65408159240468e-06,3,6,"Forest_disc_DIR50"
5,5,2.56137333247012e-05,2.7,3.2,2,1.8,1.6,NA,NA,NA,NA,NA,0.4999,0.1666,0.1664,0.1038,0.0617,NA,NA,NA,NA,NA,0.0256137333247012,5,6,"Forest_disc_DIR50"
5,6,1.13748534875256e-06,2.7,3.4,2.3,2.1,2,2,NA,NA,NA,NA,0.2771,0.1669,0.1667,0.1666,0.1665,0.0557,NA,NA,NA,NA,0.00113748534875256,5,6,"Forest_disc_DIR50"
5,7,0.00020364390220705,3.3,2.1,2.1,2.1,2.1,2.2,1.7,NA,NA,NA,0.3128,0.1668,0.1667,0.1653,0.155,0.0206,0.0183,NA,NA,NA,0.020364390220705,4,6,"Forest_disc_DIR50"
5,8,0.000210848531398806,3.4,2.2,2.2,2.2,2,2.2,1.8,1.9,NA,NA,0.2757,0.1806,0.1687,0.1674,0.1299,0.0453,0.0206,0.0169,NA,NA,0.210848531398806,5,6,"Forest_disc_DIR50"
5,9,0.000303798531942574,3.5,2.2,2.2,2.2,2.2,2.2,2.2,2.1,2.2,NA,0.2222,0.1626,0.1537,0.1296,0.1255,0.0633,0.0542,0.0535,0.043,NA,0.00303798531942574,3,6,"Forest_disc_DIR50"
5,10,0.0181943886530568,2.2,2.2,2.2,2.2,2.2,3.5,2.2,2.2,1.7,1.7,0.1923,0.1682,0.1675,0.1496,0.1458,0.1111,0.0688,0.0569,0,0,0.0181943886530568,2,6,"Forest_disc_DIR50"
1,2,1.67038891726124e-06,3.8,20.3,NA,NA,NA,NA,NA,NA,NA,NA,0.9821,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,1.67038891726124e-06,2,6,"Forest_disc_DIR100"
1,3,1.91347662485126e-05,2.3,8,3.9,NA,NA,NA,NA,NA,NA,NA,0.5501,0.2484,0.2015,NA,NA,NA,NA,NA,NA,NA,0.000191347662485126,3,6,"Forest_disc_DIR100"
1,4,1.66424679547339e-05,2.6,2.9,4.3,9.2,NA,NA,NA,NA,NA,NA,0.5,0.1667,0.1666,0.1666,NA,NA,NA,NA,NA,NA,0.00166424679547339,4,6,"Forest_disc_DIR100"
1,5,2.97552995629539e-05,2.1,2.5,6,5.4,6,NA,NA,NA,NA,NA,0.2936,0.19,0.179,0.1707,0.1667,NA,NA,NA,NA,NA,0.00297552995629539,4,6,"Forest_disc_DIR100"
1,6,1.69039392731686e-05,2.6,2.7,2.7,2.6,4.6,9.2,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1667,0.1666,NA,NA,NA,NA,0.00169039392731686,4,6,"Forest_disc_DIR100"
1,7,1.67463983383035e-05,2.6,2.6,2.6,9.1,3.7,3.7,6.4,NA,NA,NA,0.1799,0.1721,0.1667,0.1667,0.1666,0.1295,0.0185,NA,NA,NA,0.00167463983383035,4,6,"Forest_disc_DIR100"
1,8,1.79056358695064e-05,2.6,5.8,5.7,2.6,2.6,10.7,1.3,3.1,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1666,0.0556,0.0556,0.0556,NA,NA,0.179056358695064,6,6,"Forest_disc_DIR100"
1,9,2.70414231874515e-05,6,5.5,2.4,2.1,4.8,4.7,7.3,1,1.7,NA,0.2041,0.1831,0.1667,0.1667,0.0569,0.0557,0.0556,0.0556,0.0556,NA,270.414231874515,9,6,"Forest_disc_DIR100"
1,10,1.68723506356374e-05,2.6,2.6,2.6,9.1,2.9,3,4.3,3.7,5.3,3,0.1667,0.1667,0.1667,0.1666,0.0556,0.0556,0.0556,0.0556,0.0556,0.0556,1.68723506356374,7,6,"Forest_disc_DIR100"
2,2,2.14159642665306e-06,50.1,73.9,NA,NA,NA,NA,NA,NA,NA,NA,0.7094,0.2903,NA,NA,NA,NA,NA,NA,NA,NA,2.14159642665306e-06,2,6,"Forest_disc_DIR100"
2,3,1.34140350778414e-05,63.1,40.4,82.6,NA,NA,NA,NA,NA,NA,NA,0.6112,0.3347,0.0557,NA,NA,NA,NA,NA,NA,NA,0.000134140350778414,3,6,"Forest_disc_DIR100"
2,4,2.51368193128632e-06,56.4,33.9,64.1,73.8,NA,NA,NA,NA,NA,NA,0.5,0.1667,0.1667,0.1667,NA,NA,NA,NA,NA,NA,0.000251368193128632,4,6,"Forest_disc_DIR100"
2,5,2.55579174434536e-05,46.8,63.6,75.8,71.9,31.8,NA,NA,NA,NA,NA,0.537,0.2284,0.1667,0.0556,0.013,NA,NA,NA,NA,NA,0.0255579174434536,5,6,"Forest_disc_DIR100"
2,6,0.000326339124492715,46.8,46.7,77,73.4,46.8,44.6,NA,NA,NA,NA,0.179,0.1708,0.1667,0.1667,0.1667,0.1557,NA,NA,NA,NA,0.326339124492715,5,6,"Forest_disc_DIR100"
2,7,0.00104483973272081,79.1,46.8,46.8,40.4,46.8,46.8,46.8,NA,NA,NA,0.2798,0.1665,0.1649,0.1646,0.1632,0.0551,0.0181,NA,NA,NA,0.0104483973272081,3,6,"Forest_disc_DIR100"
2,8,0.000884982973951909,79.1,46.1,46.1,46.1,46.8,46.8,42.5,38.2,NA,NA,0.2776,0.2036,0.1795,0.1673,0.0599,0.0562,0.054,0.0123,NA,NA,0.884982973951909,5,6,"Forest_disc_DIR100"
2,9,0.0267901711120629,46.8,66.2,46.8,46.8,46.8,46.8,46.8,46.8,46.8,NA,0.2642,0.2222,0.1625,0.1621,0.0898,0.0556,0.051,0.0375,0.0185,NA,0.0267901711120629,2,6,"Forest_disc_DIR100"
2,10,0.074748532261899,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,46.8,0.2037,0.1667,0.1666,0.1624,0.1293,0.0569,0.0557,0.0556,0.0556,0.0555,0.0074748532261899,1,6,"Forest_disc_DIR100"
3,2,1.78356602344926e-06,1.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0.5597,0.4402,NA,NA,NA,NA,NA,NA,NA,NA,1.78356602344926e-06,2,6,"Forest_disc_DIR100"
3,3,3.77523931310355e-06,3.4,1.5,2.4,NA,NA,NA,NA,NA,NA,NA,0.3765,0.3285,0.2942,NA,NA,NA,NA,NA,NA,NA,3.77523931310355e-05,3,6,"Forest_disc_DIR100"
3,4,5.00545230660259e-07,1.7,3.1,3.3,3.4,NA,NA,NA,NA,NA,NA,0.5,0.1667,0.1667,0.1667,NA,NA,NA,NA,NA,NA,5.00545230660259e-05,4,6,"Forest_disc_DIR100"
3,5,0.000692227910145747,2.2,3.5,3.4,1.9,1.9,NA,NA,NA,NA,NA,0.5287,0.1665,0.1646,0.07,0.0576,NA,NA,NA,NA,NA,0.0692227910145747,4,6,"Forest_disc_DIR100"
3,6,1.03535227352743e-06,1.5,1.6,1.9,3.4,3.4,3,NA,NA,NA,NA,0.1668,0.1667,0.1667,0.1667,0.1667,0.1666,NA,NA,NA,NA,0.00103535227352743,5,6,"Forest_disc_DIR100"
3,7,0.00025206842518703,3.3,1.9,1.7,3.4,1.9,2,2.1,NA,NA,NA,0.2762,0.2044,0.1687,0.1664,0.0672,0.0553,0.0549,NA,NA,NA,2.5206842518703,6,6,"Forest_disc_DIR100"
3,8,2.26589231262356e-05,3.3,1.5,3.5,1.9,1.9,1.9,1.9,2,NA,NA,0.2778,0.1708,0.1667,0.1667,0.0556,0.0556,0.0542,0.0514,NA,NA,0.0226589231262356,5,6,"Forest_disc_DIR100"
3,9,0.053391684483572,2.2,2.2,2.2,2.2,2.2,2.2,3.5,2.2,1.7,NA,0.1788,0.1668,0.1611,0.1544,0.1267,0.125,0.1111,0.0555,0,NA,0.053391684483572,2,6,"Forest_disc_DIR100"
3,10,0.0128965522944794,2.2,2.2,2.2,2.2,2.2,3.5,3.5,2.2,2.2,2.2,0.1501,0.1497,0.1488,0.1483,0.1131,0.1111,0.0988,0.0376,0.0372,0.037,0.0128965522944794,2,6,"Forest_disc_DIR100"
4,2,1.33972567559291e-06,4.2,2,NA,NA,NA,NA,NA,NA,NA,NA,0.568,0.4321,NA,NA,NA,NA,NA,NA,NA,NA,1.33972567559291e-06,2,6,"Forest_disc_DIR100"
4,3,1.77587023421931e-05,4.1,1.8,3.4,NA,NA,NA,NA,NA,NA,NA,0.5247,0.356,0.1173,NA,NA,NA,NA,NA,NA,NA,0.000177587023421931,3,6,"Forest_disc_DIR100"
4,4,4.35840025008772e-05,4,1.6,1.6,4,NA,NA,NA,NA,NA,NA,0.4999,0.1672,0.1669,0.1664,NA,NA,NA,NA,NA,NA,4.35840025008772e-05,2,6,"Forest_disc_DIR100"
4,5,2.22884087894217e-05,2.2,4,4.3,4.3,2.3,NA,NA,NA,NA,NA,0.3937,0.1989,0.1706,0.1648,0.07,NA,NA,NA,NA,NA,0.00222884087894217,4,6,"Forest_disc_DIR100"
4,6,4.60398174359651e-06,4.1,4.3,4.3,2.2,2.2,2.2,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1666,0.1666,0.1665,NA,NA,NA,NA,4.60398174359651e-05,3,6,"Forest_disc_DIR100"
4,7,1.18082774726732e-05,4.2,2.4,4.3,4.3,2.5,1.6,2.2,NA,NA,NA,0.1682,0.1673,0.1667,0.1667,0.1654,0.1527,0.0143,NA,NA,NA,0.118082774726732,6,6,"Forest_disc_DIR100"
4,8,5.00467306680924e-06,4.3,4.3,2.3,2.3,3.2,2.5,2.4,1.5,NA,NA,0.2778,0.1667,0.1666,0.1666,0.0556,0.0556,0.0555,0.0554,NA,NA,0.0500467306680924,6,6,"Forest_disc_DIR100"
4,9,3.99889603208015e-05,4.3,2.4,4.4,2.4,2.4,2.4,1.7,2.4,1.9,NA,0.2783,0.168,0.1669,0.1666,0.0558,0.0556,0.0535,0.0526,0.0041,NA,0.0399889603208015,5,6,"Forest_disc_DIR100"
4,10,0.0030721080935353,4.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.3333,0.1653,0.1281,0.1249,0.0537,0.0537,0.0513,0.0496,0.0418,0.0169,0.0030721080935353,2,6,"Forest_disc_DIR100"
5,2,6.21738348511262e-08,2.1,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0.6113,0.3887,NA,NA,NA,NA,NA,NA,NA,NA,6.21738348511262e-08,2,6,"Forest_disc_DIR100"
5,3,3.37346885974409e-06,2.5,1.9,3.2,NA,NA,NA,NA,NA,NA,NA,0.3848,0.3381,0.2778,NA,NA,NA,NA,NA,NA,NA,3.37346885974409e-05,3,6,"Forest_disc_DIR100"
5,4,3.15059879007604e-07,2.5,2.3,1.8,3.4,NA,NA,NA,NA,NA,NA,0.5,0.1668,0.1667,0.1667,NA,NA,NA,NA,NA,NA,3.15059879007604e-05,4,6,"Forest_disc_DIR100"
5,5,2.25520387789637e-05,2.2,3.4,2.8,2.1,2.9,NA,NA,NA,NA,NA,0.4628,0.1666,0.1666,0.1621,0.0437,NA,NA,NA,NA,NA,0.0225520387789637,5,6,"Forest_disc_DIR100"
5,6,8.03317914247373e-07,2.1,2.2,2.6,3.4,2.6,2,NA,NA,NA,NA,0.2778,0.1667,0.1667,0.1667,0.1667,0.0556,NA,NA,NA,NA,0.000803317914247373,5,6,"Forest_disc_DIR100"
5,7,0.000521268326945836,3.4,2.2,2.2,2.2,1.7,2.2,2.2,NA,NA,NA,0.2757,0.1687,0.1686,0.1672,0.118,0.0556,0.0546,NA,NA,NA,0.00521268326945836,3,6,"Forest_disc_DIR100"
5,8,0.000105117387735959,2.1,3.4,3.1,2.2,2.1,2.2,2.1,2.2,NA,NA,0.1707,0.1671,0.1669,0.1667,0.1661,0.0556,0.0555,0.0554,NA,NA,0.0105117387735959,4,6,"Forest_disc_DIR100"
5,9,0.000305287284837391,3.4,2.2,2.2,2.2,1.9,2.2,2,2,2.2,NA,0.2771,0.1667,0.1667,0.1299,0.0559,0.0557,0.0553,0.055,0.0437,NA,0.0305287284837391,4,6,"Forest_disc_DIR100"
5,10,0.0690795166274955,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,0.1785,0.1667,0.1665,0.1653,0.1543,0.0964,0.068,0.0556,0.0432,0.0185,0.00690795166274955,1,6,"Forest_disc_DIR100"
1,2,2.12704179496954e-05,3.4,17,NA,NA,NA,NA,NA,NA,NA,NA,0.9441,0.0559,NA,NA,NA,NA,NA,NA,NA,NA,2.12704179496954e-05,2,6,"Forest_disc_DIR200"
1,3,6.49709096094556e-05,2.6,1.7,10.1,NA,NA,NA,NA,NA,NA,NA,0.5133,0.2508,0.2359,NA,NA,NA,NA,NA,NA,NA,0.000649709096094556,3,6,"Forest_disc_DIR200"
1,4,6.05557595455768e-05,2.6,10.8,4.3,1.8,NA,NA,NA,NA,NA,NA,0.5,0.1669,0.1666,0.1665,NA,NA,NA,NA,NA,NA,0.00605557595455768,4,6,"Forest_disc_DIR200"
1,5,8.29014925928181e-05,4.8,9,2.6,1.4,1.1,NA,NA,NA,NA,NA,0.2789,0.2161,0.1708,0.168,0.1661,NA,NA,NA,NA,NA,0.0829014925928181,5,6,"Forest_disc_DIR200"
1,6,6.20502452882525e-05,1.8,2,2.2,2.5,10.8,5.4,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1666,0.1666,NA,NA,NA,NA,0.620502452882525,6,6,"Forest_disc_DIR200"
1,7,0.000142914891101186,2.5,5.5,2.5,6.4,6.5,1.4,2.1,NA,NA,NA,0.216,0.168,0.1669,0.1666,0.1664,0.0597,0.0562,NA,NA,NA,1.42914891101186,6,6,"Forest_disc_DIR200"
1,8,6.26928107059207e-05,2.3,10.4,2.6,2.5,1.9,3,2.3,10,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1667,0.0556,0.0556,0.0556,NA,NA,6.26928107059207,7,6,"Forest_disc_DIR200"
1,9,0.000124762606626805,6.3,2.5,2.5,6.5,2.8,1.7,1,7.6,7.6,NA,0.1681,0.1667,0.1666,0.1653,0.1173,0.0597,0.0575,0.0556,0.0432,NA,12.4762606626805,7,6,"Forest_disc_DIR200"
1,10,6.33251583367349e-05,2.6,2.6,2.6,10.3,1.5,2.2,3.2,1.7,1.6,9.7,0.1667,0.1667,0.1667,0.1666,0.0556,0.0556,0.0556,0.0556,0.0556,0.0555,63.3251583367349,8,6,"Forest_disc_DIR200"
2,2,3.62897115737006e-08,46,69.3,NA,NA,NA,NA,NA,NA,NA,NA,0.5179,0.4821,NA,NA,NA,NA,NA,NA,NA,NA,3.62897115737006e-08,2,6,"Forest_disc_DIR200"
2,3,4.2140760957947e-05,58.8,40.4,73.3,NA,NA,NA,NA,NA,NA,NA,0.3909,0.3333,0.2782,NA,NA,NA,NA,NA,NA,NA,0.00042140760957947,3,6,"Forest_disc_DIR200"
2,4,1.03494066937694e-07,56.5,60.5,76.8,36.3,NA,NA,NA,NA,NA,NA,0.5,0.1667,0.1667,0.1667,NA,NA,NA,NA,NA,NA,1.03494066937694e-05,4,6,"Forest_disc_DIR200"
2,5,1.60873639096649e-05,63.6,71.9,33.9,45.4,46.8,NA,NA,NA,NA,NA,0.4878,0.1667,0.1646,0.1623,0.02,NA,NA,NA,NA,NA,0.0160873639096649,5,6,"Forest_disc_DIR200"
2,6,5.27316156759693e-07,44.9,67.3,58.6,75.8,46,50.9,NA,NA,NA,NA,0.1667,0.1667,0.1667,0.1667,0.1667,0.1665,NA,NA,NA,NA,0.00527316156759693,6,6,"Forest_disc_DIR200"
2,7,0.000986592825891872,79.1,46.8,74.8,46.8,40.4,40.4,46.8,NA,NA,NA,0.1687,0.1674,0.1672,0.1672,0.155,0.1152,0.07,NA,NA,NA,0.0986592825891872,4,6,"Forest_disc_DIR200"
2,8,0.000474221817223743,72.9,46.8,46.8,46.1,79.1,42.5,46.8,42.5,NA,NA,0.1673,0.1667,0.166,0.1647,0.1638,0.0672,0.0571,0.0549,NA,NA,0.474221817223743,5,6,"Forest_disc_DIR200"
2,9,0.00185794058207073,81.2,46.8,46.8,40.4,46.8,46.8,46.8,33.9,46.8,NA,0.273,0.1728,0.1669,0.1646,0.0599,0.0558,0.0517,0.0494,0.0201,NA,0.185794058207073,4,6,"Forest_disc_DIR200"
2,10,0.0241964019700739,46.8,46.8,46.8,46.8,33.9,85.5,46.8,46.8,46.8,46.8,0.1675,0.1663,0.1662,0.1276,0.1111,0.1111,0.0593,0.0556,0.0542,0.0514,0.241964019700739,3,6,"Forest_disc_DIR200"
3,2,2.35110002439291e-07,1.7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0.513,0.487,NA,NA,NA,NA,NA,NA,NA,NA,2.35110002439291e-07,2,6,"Forest_disc_DIR200"
3,3,0.000437377904076984,3.2,1.5,2.8,NA,NA,NA,NA,NA,NA,NA,0.4858,0.3331,0.1708,NA,NA,NA,NA,NA,NA,NA,0.00437377904076984,3,6,"Forest_disc_DIR200"
3,4,1.70780121437565e-07,1.7,3.3,3.5,3.1,NA,NA,NA,NA,NA,NA,0.5,0.1667,0.1667,0.1667,NA,NA,NA,NA,NA,NA,1.70780121437565e-05,4,6,"Forest_disc_DIR200"
3,5,6.98571524277151e-05,1.9,3.5,3.5,2,1.9,NA,NA,NA,NA,NA,0.3535,0.2031,0.1664,0.1421,0.1311,NA,NA,NA,NA,NA,0.000698571524277151,3,6,"Forest_disc_DIR200"
3,6,2.4385994609113e-05,3.4,1.8,1.8,3.4,1.6,1.8,NA,NA,NA,NA,0.2778,0.1667,0.1667,0.1667,0.1667,0.0556,NA,NA,NA,NA,0.00024385994609113,3,6,"Forest_disc_DIR200"
3,7,9.26405160400809e-05,3.5,3.5,2,2.6,1.5,1.9,2.1,NA,NA,NA,0.1667,0.1664,0.1657,0.1646,0.1358,0.1309,0.0658,NA,NA,NA,0.926405160400809,6,6,"Forest_disc_DIR200"
3,8,0.000374582269900998,2,2.1,2.1,3.5,3.5,2.1,1.9,2.1,NA,NA,0.1687,0.1673,0.1666,0.1664,0.1646,0.0556,0.0549,0.0469,NA,NA,0.0374582269900998,4,6,"Forest_disc_DIR200"
3,9,0.0770551894642691,2.8,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,NA,0.2222,0.1664,0.1648,0.1626,0.1292,0.1255,0.0801,0.0262,0.0144,NA,0.0770551894642691,2,6,"Forest_disc_DIR200"
3,10,0.000204591056557337,3.5,2,2.2,1.6,2.2,2,2.2,2.2,2.2,2.2,0.3333,0.1624,0.1542,0.0768,0.0604,0.0556,0.0541,0.054,0.0304,0.0143,0.0204591056557337,4,6,"Forest_disc_DIR200"
4,2,3.6706868740025e-07,4.2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,0.5505,0.4495,NA,NA,NA,NA,NA,NA,NA,NA,3.6706868740025e-07,2,6,"Forest_disc_DIR200"
4,3,5.21315772856146e-06,4.3,2.6,1.5,NA,NA,NA,NA,NA,NA,NA,0.4625,0.4254,0.1111,NA,NA,NA,NA,NA,NA,NA,5.21315772856146e-05,3,6,"Forest_disc_DIR200"
4,4,3.20829587478057e-05,4,1.7,1.7,4.2,NA,NA,NA,NA,NA,NA,0.4996,0.1674,0.1674,0.166,NA,NA,NA,NA,NA,NA,0.000320829587478057,3,6,"Forest_disc_DIR200"
4,5,0.000305862287666018,2.9,4.4,4.4,1.5,4.4,NA,NA,NA,NA,NA,0.497,0.167,0.1666,0.107,0.0542,NA,NA,NA,NA,NA,0.00305862287666018,3,6,"Forest_disc_DIR200"
4,6,6.81738491001248e-06,4,1.7,2.2,4.3,4.1,1.9,NA,NA,NA,NA,0.2776,0.1667,0.1667,0.1667,0.1666,0.0558,NA,NA,NA,NA,0.0681738491001248,6,6,"Forest_disc_DIR200"
